Id,ISBN,ISBN Image,Thumbnail Image,Title,Author(s),Genre ID,Genre,Rating,Copies
10,B0011C817K,B0011C817K.jpg,http://ecx.images-amazon.com/images/I/618RnllJWxL.jpg,American Public Visual Communication,Ciliang Chen,0,Arts & Photography,2.5,2
11,1118231910,1118231910.jpg,http://ecx.images-amazon.com/images/I/61vzfUr0RKL.jpg,Therapeutic Landscapes: An Evidence-Based Approach to Designing Healing Gardens and Restorative Outdoor Spaces,Clare Cooper Marcus,0,Arts & Photography,1.0,0
12,871565544,0871565544.jpg,http://ecx.images-amazon.com/images/I/61WcBIEqoqL.jpg,The Sierra Club Guide to Sketching in Nature,Cathy Johnson,0,Arts & Photography,0.0,5
13,500517924,0500517924.jpg,http://ecx.images-amazon.com/images/I/61GcfFFVAoL.jpg,The Andean Science of Weaving: Structures and Techniques for Warp-Faced Weaves,Denise Y. Arnold,0,Arts & Photography,1.5,0
14,571514561,0571514561.jpg,http://ecx.images-amazon.com/images/I/61ytkz6FdVL.jpg,Behind Bars: The Definitive Guide to Music Notation,Elaine Gould,0,Arts & Photography,3.0,0
15,470087811,0470087811.jpg,http://ecx.images-amazon.com/images/I/41vMwtj3aQL.jpg,Building Construction Illustrated,Francis D. K. Ching,0,Arts & Photography,3.5,2
16,071484800X,071484800X.jpg,http://ecx.images-amazon.com/images/I/51hqTRu3GFL.jpg,Carlo Scarpa,Unknown,0,Arts & Photography,3.5,7
17,764971476,0764971476.jpg,http://ecx.images-amazon.com/images/I/511LdBgbYsL.jpg,Edward Gorey: His Book Cover Art and Design,Edward Gorey,0,Arts & Photography,2.0,0
18,074992344X,074992344X.jpg,http://ecx.images-amazon.com/images/I/41glr5gD7hL.jpg,"Supermodels' Beauty Secrets: Hot Tips for Style, Beauty, and Fashion from the World's Top Models (Top Tips for Style, Beauty and Fashion)",Victoria Nixon,0,Arts & Photography,2.5,5
19,820486434,0820486434.jpg,http://ecx.images-amazon.com/images/I/51u2DvqssaL.jpg,"Worlds in Play: International Perspectives on Digital Games Research (New Literacies and Digital Epistemologies,)",Unknown,0,Arts & Photography,0.0,3
20,1626548633,1626548633.jpg,http://ecx.images-amazon.com/images/I/51ew1jf-bPL.jpg,Landscape Painting in Watercolor,Zoltan Szabo,0,Arts & Photography,2.5,3
21,300210299,0300210299.jpg,http://ecx.images-amazon.com/images/I/51yxdllNnWL.jpg,Van Gogh and Nature,Richard Kendall,0,Arts & Photography,3.5,7
22,1440308500,1440308500.jpg,http://ecx.images-amazon.com/images/I/61P0-pM6a0L.jpg,Creating Textures in Colored Pencil,Gary Greene,0,Arts & Photography,1.5,9
23,793516889,0793516889.jpg,http://ecx.images-amazon.com/images/I/41dQOJvUKlL.jpg,The Big Book of Staff Paper,Unknown,0,Arts & Photography,5.0,5
24,1616892196,1616892196.jpg,http://ecx.images-amazon.com/images/I/61zqOHC4-NL.jpg,Visual Complexity: Mapping Patterns of Information,Manuel Lima,0,Arts & Photography,0.5,8
25,3037640499,3037640499.jpg,http://ecx.images-amazon.com/images/I/51rt8dZosiL.jpg,Teresita Fernandez: Blind Landscape,Dave Hickey,0,Arts & Photography,3.5,7
26,300187343,0300187343.jpg,http://ecx.images-amazon.com/images/I/514Eoj7GBjL.jpg,"Chagall: Love, War, and Exile (Jewish Museum)",Susan Tumarkin Goodman,0,Arts & Photography,1.5,7
27,71427392,0071427392.jpg,http://ecx.images-amazon.com/images/I/51Y%2BN%2Beev1L.jpg,Wilbur Wright's Flights in France : Leon Bollee's Photographic Record 1908-1909,Stanley W. Kandebo,0,Arts & Photography,4.5,4
28,1780976054,1780976054.jpg,http://ecx.images-amazon.com/images/I/51jhJtNWyUL.jpg,Moto GP Yesterday & Today,Michael Scott,0,Arts & Photography,1.5,10
29,486255069,0486255069.jpg,http://ecx.images-amazon.com/images/I/51yHoIsvWHL.jpg,Oil Painting Techniques and Materials (Dover Art Instruction),Harold Speed,0,Arts & Photography,1.0,3
30,486227049,0486227049.jpg,http://ecx.images-amazon.com/images/I/61zsaU2%2BPfL.jpg,American Indian Design and Decoration (Dover Pictorial Archive),Le Roy H. Appleton,0,Arts & Photography,1.0,5
31,1586632078,1586632078.jpg,http://ecx.images-amazon.com/images/I/51ZAER2GGZL.jpg,The Encyclopedia of Modern Warplanes: The Development and Specifications of All Active Military Aircraft,Unkown,0,Arts & Photography,0.5,0
32,1517360900,1517360900.jpg,http://ecx.images-amazon.com/images/I/51GSAMZbtFL.jpg,Color By Number For Adults: Country Casual Autumn Scenes,Nona Meyers,0,Arts & Photography,2.5,5
33,1600583849,1600583849.jpg,http://ecx.images-amazon.com/images/I/510i9JA5UQL.jpg,Fashion Design Workshop Drawing Book & Kit: Includes everything you need to get started drawing your own fashions! (Walter Foster Studio),Stephanie Corfee,0,Arts & Photography,4.0,4
34,3765860050,3765860050.jpg,http://ecx.images-amazon.com/images/I/51WizNdswmL.jpg,Best of Black and White: Erotic Photography,Peter Delius,0,Arts & Photography,4.5,6
35,878467963,0878467963.jpg,http://ecx.images-amazon.com/images/I/51b8JjYYDAL.jpg,"The Priest, the Prince, and the Pasha: The Life and Afterlife of an Ancient Egyptian Sculpture",Lawrence Berman,0,Arts & Photography,0.0,0
36,823004988,0823004988.jpg,http://ecx.images-amazon.com/images/I/518ccQ40ZVL.jpg,The Big Book of Oil Painting,Jose Maria Parramon,0,Arts & Photography,2.5,1
37,1597111945,1597111945.jpg,http://ecx.images-amazon.com/images/I/41H3Lq9M3FL.jpg,Bruce Davidson: Subway,Bruce Davidson,0,Arts & Photography,5.0,1
38,3848003228,3848003228.jpg,http://ecx.images-amazon.com/images/I/617mMiz5L2L.jpg,Art & Architecture Florence,RolfC. Wirtz,0,Arts & Photography,1.0,4
39,2330016115,2330016115.jpg,http://ecx.images-amazon.com/images/I/41PeR1OmT3L.jpg,Jacques Henri Lartigue: A Sporting Life,Thierry Terret,0,Arts & Photography,1.5,0
40,956446000,0956446000.jpg,http://ecx.images-amazon.com/images/I/41RfeI68GHL.jpg,The Secrets of House Music Production,Marc Adamo,0,Arts & Photography,4.5,2
41,299286045,0299286045.jpg,http://ecx.images-amazon.com/images/I/51spDxGAlzL.jpg,Hanging by a Thread: A Kite�E��Es View of Wisconsin,,0,Arts & Photography,1.5,4
42,151489761X,151489761X.jpg,http://ecx.images-amazon.com/images/I/51Iz%2BNZMH7L.jpg,Modeliste: July 2015,Amy McCabe,0,Arts & Photography,3.0,8
43,1927925436,1927925436.jpg,http://ecx.images-amazon.com/images/I/51l4yrmU4EL.jpg,Shining Blade & Ark: Collection of Visual Materials,Sega,0,Arts & Photography,3.0,0
44,691134030,0691134030.jpg,http://ecx.images-amazon.com/images/I/41nEOHLczzL.jpg,Talking Prices: Symbolic Meanings of Prices on the Market for Contemporary Art (Princeton Studies in Cultural Sociology),Olav Velthuis,0,Arts & Photography,2.0,4
45,789302551,0789302551.jpg,http://ecx.images-amazon.com/images/I/71T92ZDX35L.gif,Models Close-Up,,0,Arts & Photography,2.5,1
46,1784941220,1784941220.jpg,http://ecx.images-amazon.com/images/I/61N5yvFidrL.jpg,Zen Coloring - Ocean,Editors of GMC,0,Arts & Photography,2.5,4
47,2081316439,2081316439.jpg,http://ecx.images-amazon.com/images/I/51yXF34gvzL.jpg,Gustave Dore 1832-1883: Master of Imagination,,0,Arts & Photography,0.0,2
48,1440321426,1440321426.jpg,http://ecx.images-amazon.com/images/I/51riOVjGRVL.jpg,"Acrylic Techniques in Mixed Media: Layer, Scribble, Stencil, Stamp",Roxanne Padgett,0,Arts & Photography,0.5,8
49,815610483,0815610483.jpg,http://ecx.images-amazon.com/images/I/514IF1O9ImL.jpg,Stone Houses of Jefferson County (New York State Series),,0,Arts & Photography,0.5,8
50,399508023,0399508023.jpg,http://ecx.images-amazon.com/images/I/51xQtD4ru6L.jpg,How to Draw Animals (Perigee),Jack Hamm,0,Arts & Photography,2.0,0
51,1588345297,1588345297.jpg,http://ecx.images-amazon.com/images/I/51l6XIoa3rL.jpg,With Schwarzkopf: Life Lessons of The Bear,Gus Lee,1,Biographies & Memoirs,1.5,1
52,520271181,0520271181.jpg,http://ecx.images-amazon.com/images/I/51s8awrmTRL.jpg,Becoming Dr. Q: My Journey from Migrant Farm Worker to Brain Surgeon,Alfredo Quinones-Hinojosa,1,Biographies & Memoirs,2.5,5
53,691164215,0691164215.jpg,http://ecx.images-amazon.com/images/I/61zmYnwInfL.jpg,The Life and Struggles of Our Mother Walatta Petros: A Seventeenth-Century African Biography of an Ethiopian Woman,Galawdewos,1,Biographies & Memoirs,2.0,7
54,385540108,0385540108.jpg,http://ecx.images-amazon.com/images/I/51W5Qr4PTyL.jpg,My History: A Memoir of Growing Up,Antonia Fraser,1,Biographies & Memoirs,0.5,2
55,771025084,0771025084.jpg,http://ecx.images-amazon.com/images/I/51jCwrhmPEL.jpg,Bench Bosses: The NHL's Coaching Elite,Matthew DiBiase,1,Biographies & Memoirs,4.0,2
56,446572233,0446572233.jpg,http://ecx.images-amazon.com/images/I/51AAwC8apbL.jpg,How to Get Out of Your Own Way,Tyrese Gibson,1,Biographies & Memoirs,1.5,4
57,553374273,0553374273.jpg,http://ecx.images-amazon.com/images/I/51VP3qRVnXL.jpg,A Darker Shade of Crimson: Odyssey of a Harvard Chicano,Ruben Navarrette Jr.,1,Biographies & Memoirs,5.0,9
58,446694851,0446694851.jpg,http://ecx.images-amazon.com/images/I/41qC7sN6OGL.jpg,Three Weeks with My Brother,Nicholas Sparks,1,Biographies & Memoirs,5.0,1
59,62116398,0062116398.jpg,http://ecx.images-amazon.com/images/I/51Pl2ZP%2BfaL.jpg,The Tennis Partner,Abraham Verghese,1,Biographies & Memoirs,5.0,4
60,1592578519,1592578519.jpg,http://ecx.images-amazon.com/images/I/51My-XXkfqL.jpg,Beyond Bars: Rejoining Society After Prison,Jeffrey Ian Ross,1,Biographies & Memoirs,4.0,8
61,1250082986,1250082986.jpg,http://ecx.images-amazon.com/images/I/51eRH2z3eCL.jpg,The Fight: A Secret Service Agent's Inside Account of Security Failings and the Political Machine,Dan Bongino,1,Biographies & Memoirs,1.0,1
62,1613210973,1613210973.jpg,http://ecx.images-amazon.com/images/I/51T4nH6ayIL.jpg,Terry Funk: More Than Just Hardcore,Terry Funk,1,Biographies & Memoirs,0.5,6
63,307381218,0307381218.jpg,http://ecx.images-amazon.com/images/I/51IMNIWQgDL.jpg,The Eaves of Heaven: A Life in Three Wars,Andrew X. Pham,1,Biographies & Memoirs,1.0,3
64,1550222066,1550222066.jpg,http://ecx.images-amazon.com/images/I/41VGGTJnykL.jpg,Alex Colville: The Observer Observed,Mark A Cheetham,1,Biographies & Memoirs,1.5,2
65,674766911,0674766911.jpg,http://ecx.images-amazon.com/images/I/51FnAhYQIyL.jpg,The Return of Martin Guerre,Natalie Zemon Davis,1,Biographies & Memoirs,1.0,4
66,60597682,0060597682.jpg,http://ecx.images-amazon.com/images/I/5134-yOS8jL.jpg,Mirage: Napoleon's Scientists and the Unveiling of Egypt,Nina Burleigh,1,Biographies & Memoirs,2.5,2
67,393323803,0393323803.jpg,http://ecx.images-amazon.com/images/I/41HqNEBoROL.jpg,Nietzsche: A Philosophical Biography,Rüdiger Safranski,1,Biographies & Memoirs,1.0,7
68,2553899,0002553899.jpg,http://ecx.images-amazon.com/images/I/41ZYtwW%2BxyL.jpg,Rare Air: Michael on Michael,Michael Jordan,1,Biographies & Memoirs,4.5,6
69,1557835675,1557835675.jpg,http://ecx.images-amazon.com/images/I/51MEQBQmzfL.jpg,Diary of a Mad Playwright: Perilous Adventures on the Road with Mary Martin and Carol Channing (Applause Books),James Kirkwood,1,Biographies & Memoirs,4.0,3
70,786713666,0786713666.jpg,http://ecx.images-amazon.com/images/I/41UcUAiQSnL.jpg,"In Search of the Greatest Golf Swing: Chasing the Legend of Mike Austin, the Man Who Launched the World's Longest Drive and Taught Me to Hit Like a Pro",Philip Reed,1,Biographies & Memoirs,3.5,5
71,142360556X,142360556X.jpg,http://ecx.images-amazon.com/images/I/51wSyMlwaIL.jpg,Sitting Bull: His Life and Legacy,Ernie LaPointe,1,Biographies & Memoirs,1.0,8
72,080508830X,080508830X.jpg,http://ecx.images-amazon.com/images/I/51uZ0jfakZL.jpg,Sitting Bull: The Life and Times of an American Patriot,Robert M. Utley,1,Biographies & Memoirs,1.5,1
73,1508530203,1508530203.jpg,http://ecx.images-amazon.com/images/I/51DHfSgiwNL.jpg,"TRIPS, TRAVELS, and DREAMS: How LSD Saved Me",Michael Vaughn Palmer,1,Biographies & Memoirs,5.0,10
74,887392741,0887392741.jpg,http://ecx.images-amazon.com/images/I/41YWDBYG0DL.jpg,Flight from Hell: Escape from the Nazis--A True Story,Paul Tessel,1,Biographies & Memoirs,1.0,9
75,1938591097,1938591097.jpg,http://ecx.images-amazon.com/images/I/41kUiqbFL4L.jpg,The Flea - The Amazing Story of Leo Messi,Michael Part,1,Biographies & Memoirs,5.0,9
76,671017063,0671017063.jpg,http://ecx.images-amazon.com/images/I/51n0OXAyQ0L.jpg,The Cases That Haunt Us,John E. Douglas,1,Biographies & Memoirs,2.0,10
77,1935254235,1935254235.jpg,http://ecx.images-amazon.com/images/I/51tbYVnPpQL.jpg,Medicine Seeker: A Beginner's Walk on the Pathway to Native American Spirituality,Stan E Hughes,1,Biographies & Memoirs,4.5,1
78,141979534,0141979534.jpg,http://ecx.images-amazon.com/images/I/51d7fLdfUBL.jpg,Rembrandt's Eyes,Simon Schama,1,Biographies & Memoirs,3.0,9
79,767906799,0767906799.jpg,http://ecx.images-amazon.com/images/I/51o%2BLqM2L9L.jpg,"For the Sins of My Father: A Mafia Killer, His Son, and the Legacy of a Mob Life",Albert DeMeo,1,Biographies & Memoirs,1.0,5
80,1439137277,1439137277.jpg,http://ecx.images-amazon.com/images/I/41EmiJEatXL.jpg,The Unauthorized History of DX (WWE),Aaron Feigenbaum,1,Biographies & Memoirs,1.5,2
81,61844713,0061844713.jpg,http://ecx.images-amazon.com/images/I/41wQIGldgnL.jpg,Patriot of Persia: Muhammad Mossadegh and a Tragic Anglo-American Coup,Christopher de Bellaigue,1,Biographies & Memoirs,0.0,2
82,929701496,0929701496.jpg,http://ecx.images-amazon.com/images/I/51PVhRfXqoL.jpg,Dersu the Trapper (Recovered Classics),V. K. Arsen'ev,1,Biographies & Memoirs,4.5,7
83,1598533088,1598533088.jpg,http://ecx.images-amazon.com/images/I/41IGPQCNFlL.jpg,"H. L. Mencken: the Days Trilogy, Expanded Edition: (Library of America #257)",H. L. Mencken,1,Biographies & Memoirs,1.0,6
84,307280454,0307280454.jpg,http://ecx.images-amazon.com/images/I/51RSVkhoN-L.jpg,The Downhill Lie: A Hacker's Return to a Ruinous Sport,Carl Hiaasen,1,Biographies & Memoirs,1.5,6
85,1514747561,1514747561.jpg,http://ecx.images-amazon.com/images/I/510OES%2Br0AL.jpg,Lost on the Appalachian Trail,Kyle S Rohrig,1,Biographies & Memoirs,0.5,4
86,069239320X,069239320X.jpg,http://ecx.images-amazon.com/images/I/51u0W7eMUnL.jpg,A Foreign Kid in World War II Shanghai,George A. Kulstad,1,Biographies & Memoirs,0.0,10
87,1491730021,1491730021.jpg,http://ecx.images-amazon.com/images/I/51F2QshkZcL.jpg,Warm Bricks at My Feet: A Danish Immigrant Family's Struggles and Triumphs Through a Uniquely Challenging Period in 20th Century America,Marian Love,1,Biographies & Memoirs,1.0,7
88,1400082773,1400082773.jpg,http://ecx.images-amazon.com/images/I/51LCJdzcSNL.jpg,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,1,Biographies & Memoirs,0.5,3
89,806518618,0806518618.jpg,http://ecx.images-amazon.com/images/I/714Y4MNM5NL.gif,Revelations: The Autobiography of Alvin Ailey,Alvin Ailey,1,Biographies & Memoirs,4.0,10
90,802091741,0802091741.jpg,http://ecx.images-amazon.com/images/I/51H2sKI%2Bk-L.jpg,Canada's Prime Ministers: Macdonald to Trudeau - Portraits from the Dictionary of Canadian Biography,,1,Biographies & Memoirs,0.0,9
91,943358507,0943358507.jpg,http://ecx.images-amazon.com/images/I/51CRSPVH0VL.jpg,Initiation,Elisabeth Haich,1,Biographies & Memoirs,1.5,7
92,163450237X,163450237X.jpg,http://ecx.images-amazon.com/images/I/51ODaHYD4rL.jpg,"This Victorian Life: Modern Adventures in Nineteenth-Century Culture, Cooking, Fashion, and Technology",Sarah A. Chrisman,1,Biographies & Memoirs,3.0,9
93,876120796,0876120796.jpg,http://ecx.images-amazon.com/images/I/51D02n%2B0COL.jpg,Autobiography of a Yogi (Self-Realization Fellowship),Paramahansa Yogananda,1,Biographies & Memoirs,3.5,8
94,967155576,0967155576.jpg,http://ecx.images-amazon.com/images/I/51dMLG9UrmL.jpg,"Forgotten Memories, Revised Ed",Art Rodriguez,1,Biographies & Memoirs,0.5,4
95,150843798X,150843798X.jpg,http://ecx.images-amazon.com/images/I/51j35YXEnML.jpg,"J.J. Watt: The Inspirational Story of Football Superstar J.J. Watt (J.J. Watt Unauthorized Biography, Houston Texans, University of Wisconsin, NFL Books)",Bill Redban,1,Biographies & Memoirs,2.0,8
96,1442629029,1442629029.jpg,http://ecx.images-amazon.com/images/I/51m2UuswdyL.jpg,Memoirs and Reflections (Osgoode Society for Canadian Legal History),Roy McMurtry,1,Biographies & Memoirs,0.0,5
97,145165619X,145165619X.jpg,http://ecx.images-amazon.com/images/I/51W-vfRtGzL.jpg,"Eating Wildly: Foraging for Life, Love and the Perfect Meal",Ava Chin,1,Biographies & Memoirs,0.0,8
98,472050796,0472050796.jpg,http://ecx.images-amazon.com/images/I/51XhIrPE-fL.jpg,"Isadore's Secret: Sin, Murder, and Confession in a Northern Michigan Town",Mardi Link,1,Biographies & Memoirs,5.0,3
99,1591847214,1591847214.jpg,http://ecx.images-amazon.com/images/I/51UeAjrDo4L.jpg,Civilian Warriors: The Inside Story of Blackwater and the Unsung Heroes of the War on Terror,Erik Prince,1,Biographies & Memoirs,2.0,4
100,873514211,0873514211.jpg,http://ecx.images-amazon.com/images/I/51uP11dSo2L.jpg,Norwegians in Minnesota (People Of Minnesota),Jon Gjerde,1,Biographies & Memoirs,4.5,5
101,193778505X,193778505X.jpg,http://ecx.images-amazon.com/images/I/41db0sUOVZL.jpg,"Outsource It!: A No-Holds-Barred Look at the Good, the Bad, and the Ugly of Offshoring Tech Projects",Nick Krym,2,Business & Money,3.0,3
102,1250042380,1250042380.jpg,http://ecx.images-amazon.com/images/I/51C4Vkw0E2L.jpg,Never Enough: Donald Trump and the Pursuit of Success,Michael D'Antonio,2,Business & Money,0.5,6
103,067189451X,067189451X.jpg,http://ecx.images-amazon.com/images/I/611H3AWTCSL.jpg,The Wall Street Journal Guide to Understanding Money and Investing,Kenneth M. Morris,2,Business & Money,0.5,2
104,470187816,0470187816.jpg,http://ecx.images-amazon.com/images/I/51K%2BQoU3xBL.jpg,Loss Models: From Data to Decisions (Wiley Series in Probability and Statistics),Stuart A. Klugman,2,Business & Money,2.5,6
105,415531861,0415531861.jpg,http://ecx.images-amazon.com/images/I/41CsEphDHYL.jpg,Research Methods in Health Communication: Principles and Application,,2,Business & Money,1.5,2
106,1633690954,1633690954.jpg,http://ecx.images-amazon.com/images/I/515fvdRLSxL.jpg,HBR 20-Minute Manager Boxed Set (10 Books) (HBR 20-Minute Manager Series),Harvard Business Review,2,Business & Money,5.0,1
107,691003955,0691003955.jpg,http://ecx.images-amazon.com/images/I/517rVEad8ML.jpg,Game Theory for Applied Economists,Robert Gibbons,2,Business & Money,1.5,0
108,1118202686,1118202686.jpg,http://ecx.images-amazon.com/images/I/51Afn9UNi%2BL.jpg,Equity Markets and Portfolio Analysis (Bloomberg Financial),R. Stafford Johnson,2,Business & Money,0.5,8
109,1563271273,1563271273.jpg,http://ecx.images-amazon.com/images/I/51nsMRN7UCL.jpg,Mistake-Proofing for Operators Learning Package: Mistake-Proofing for Operators: The ZQC System (The Shopfloor Series),Productivity Press Development Team,2,Business & Money,0.5,10
110,073605619X,073605619X.jpg,http://ecx.images-amazon.com/images/I/5198tKfWQuL.jpg,Risk Management in Sport and Recreation,John O. Spengler,2,Business & Money,4.5,10
111,1514880075,1514880075.jpg,http://ecx.images-amazon.com/images/I/51pf3Rvuv0L.jpg,Improve Your Credit Score: How to Remove Negative Items from Your Credit Report and Raise Credit Ratings,Alexander Rich,2,Business & Money,4.0,6
112,1565845927,1565845927.jpg,http://ecx.images-amazon.com/images/I/61IKmokVkeL.jpg,False Dawn: The Delusions of Global Capitalism,John Gray,2,Business & Money,5.0,7
113,195170180,0195170180.jpg,http://ecx.images-amazon.com/images/I/41rnwuTZinL.jpg,"Failed: What the ""Experts"" Got Wrong about the Global Economy",Mark Weisbrot,2,Business & Money,0.0,0
114,1935589857,1935589857.jpg,http://ecx.images-amazon.com/images/I/413wO1s1atL.jpg,Q & As for the PMBOK Guide,,2,Business & Money,5.0,8
115,520283171,0520283171.jpg,http://ecx.images-amazon.com/images/I/61cpiZKGMyL.jpg,Essentials of Development Economics,J. Edward Taylor,2,Business & Money,0.5,6
116,61547840,0061547840.jpg,http://ecx.images-amazon.com/images/I/51UoEoBZlKL.jpg,Think Big: Make It Happen in Business and Life,Donald J. Trump,2,Business & Money,3.5,7
117,1402074530,1402074530.jpg,http://ecx.images-amazon.com/images/I/51OJHma8PKL.jpg,International Logistics: Global Supply Chain Management,Douglas Long,2,Business & Money,3.5,4
118,471718866,0471718866.jpg,http://ecx.images-amazon.com/images/I/41CHhjpypWL.jpg,"Fat-Tailed and Skewed Asset Return Distributions : Implications for Risk Management, Portfolio Selection, and Option Pricing",Svetlozar T. Rachev,2,Business & Money,3.5,1
119,520207246,0520207246.jpg,http://ecx.images-amazon.com/images/I/51ii1LEo-tL.jpg,"The White Scourge: Mexicans, Blacks, and Poor Whites in Texas Cotton Culture (American Crossroads)",Neil Foley,2,Business & Money,3.5,9
120,1118963326,1118963326.jpg,http://ecx.images-amazon.com/images/I/51YxY%2Bpx70L.jpg,Personal Benchmark: Integrating Behavioral Finance and Investment Management,Charles Widger,2,Business & Money,1.5,1
121,1118910664,1118910664.jpg,http://ecx.images-amazon.com/images/I/51-oOVLO1UL.jpg,Overworked and Overwhelmed: The Mindfulness Alternative,Scott Eblin,2,Business & Money,1.0,9
122,738213675,0738213675.jpg,http://ecx.images-amazon.com/images/I/41rju4hO-YL.jpg,"One Year to an Organized Financial Life: From Your Bills to Your Bank Account, Your Home to Your Retirement, the Week-by-Week Guide to Achieving Financial Peace of Mind",Regina Leeds,2,Business & Money,0.0,4
123,760348634,0760348634.jpg,http://ecx.images-amazon.com/images/I/512k7fUETgL.jpg,Indian Motorcycle(R): America's First Motorcycle Company,Darwin Holmstrom,2,Business & Money,4.5,2
124,809231689,0809231689.jpg,http://ecx.images-amazon.com/images/I/51JCq%2B9sFhL.jpg,Feng Shui: The Book of Cures,Nancilee Wydra,2,Business & Money,4.5,9
125,70534489,0070534489.jpg,http://ecx.images-amazon.com/images/I/51axNg1pBmL.jpg,The McKinsey Way,Ethan Rasiel,2,Business & Money,2.5,1
126,1502799405,1502799405.jpg,http://ecx.images-amazon.com/images/I/41X-waLpuNL.jpg,E-Learning Uncovered: Articulate Storyline 2,Tim Slade,2,Business & Money,0.0,5
127,375758291,0375758291.jpg,http://ecx.images-amazon.com/images/I/41KCncePtjL.jpg,The Cathedral Within: Transforming Your Life by Giving Something Back,Bill Shore,2,Business & Money,1.0,9
128,085728326X,085728326X.jpg,http://ecx.images-amazon.com/images/I/519si6wpQCL.jpg,Two Decades of Market Reform in India: Some Dissenting Views (India and Asia in the Global Economy),,2,Business & Money,4.0,4
129,1502470136,1502470136.jpg,http://ecx.images-amazon.com/images/I/51MeyOYLrJL.jpg,Money Book: Cash Flow Ideas for Wealth Creation: Inspiring Experiences of Self-Made Billionaires and Millionaires,Dr. Daniel Goldmind,2,Business & Money,2.0,4
130,71843825,0071843825.jpg,http://ecx.images-amazon.com/images/I/516oqJJh6bL.jpg,"The Whole Brain Business Book, Second Edition: Unlocking the Power of Whole Brain Thinking in Organizations, Teams, and Individuals",Ned Herrmann,2,Business & Money,0.5,7
131,231167466,0231167466.jpg,http://ecx.images-amazon.com/images/I/411Lu29IvcL.jpg,Passion for Reality: The Extraordinary Life of the Investing Pioneer Paul Cabot (Columbia Business School Publishing),Michael R. Yogg,2,Business & Money,4.5,4
132,808038737,0808038737.jpg,http://ecx.images-amazon.com/images/I/418JyhLp5cL.jpg,U.S. Master Tax Guide (2015),CCH Tax Law Editors,2,Business & Money,0.0,7
133,149915707X,149915707X.jpg,http://ecx.images-amazon.com/images/I/41lGM3ZHunL.jpg,Swing Trading Made Simple,Michael Peroutka,2,Business & Money,2.0,9
134,1609497694,1609497694.jpg,http://ecx.images-amazon.com/images/I/51Em2uSwA7L.jpg,The Fateful History of Fannie Mae:: New Deal Birth to Mortgage Crisis Fall,James R. Hagerty,2,Business & Money,2.0,9
135,300146760,0300146760.jpg,http://ecx.images-amazon.com/images/I/516TrTSrNSL.jpg,"The Kipper und Wipper Inflation, 1619-23: An Economic History with Contemporary German Broadsheets (Yale Series in Economic and Financial History)",Prof. Martha White Paas,2,Business & Money,0.5,6
136,674743954,0674743954.jpg,http://ecx.images-amazon.com/images/I/51b2XkczKLL.jpg,The End Game: How Inequality Shapes Our Final Years,Corey M. Abramson,2,Business & Money,0.0,7
137,1133586554,1133586554.jpg,http://ecx.images-amazon.com/images/I/51KHxEG4ZTL.jpg,Real Estate Law (South-Western Legal Studies in Business Academic),Marianne M. Jennings,2,Business & Money,2.0,3
